f_qual,f_annee_construction,f_CuisineQual,f_cheminee,f_Quartier,f_surface_habitable,f_nb_places,f_surface_sous_sol,f_surface_1er_etage,f_nb_salle_bain,f_prix
5,1950-1980,TA,1,NAmes,1005,1.0,1005.0,1005,1,133500
5,1950-1980,TA,0,NAmes,1056,1.0,1056.0,1056,1,125000
5,1950-1980,TA,0,NAmes,884,1.0,884.0,884,1,142000
7,1900-1950,TA,1,NAmes,2039,3.0,929.0,2039,1,167000
5,1950-1980,TA,0,NAmes,1384,2.0,1015.0,1384,1,159000
5,1900-1950,TA,1,OldTown,2640,3.0,2171.0,1392,2,180000
6,1900-1950,TA,0,NAmes,1312,2.0,784.0,900,1,127000
6,1900-1950,TA,0,OldTown,1310,1.0,617.0,865,2,112000
3,1900-1950,Gd,0,OldTown,713,1.0,713.0,713,1,99800
5,1950-1980,Gd,0,OldTown,833,1.0,833.0,833,1,117000
5,1900-1950,TA,0,OldTown,1073,1.0,1073.0,1073,1,108480
3,1900-1950,TA,0,NAmes,715,2.0,715.0,715,1,68000
4,avant 1900,Fa,0,OldTown,720,1.0,448.0,448,1,86900
5,1900-1950,TA,1,OldTown,1130,2.0,1120.0,1130,1,120000
6,1900-1950,TA,1,OldTown,1595,2.0,663.0,774,2,155500
4,1900-1950,TA,1,OldTown,1760,2.0,1077.0,981,1,80000
3,1900-1950,TA,0,OldTown,1214,3.0,672.0,694,1,105000
5,avant 1900,TA,1,OldTown,2414,2.0,954.0,1766,2,160000
5,1900-1950,Gd,1,OldTown,1466,2.0,796.0,1096,2,170000
6,1950-1980,TA,1,NAmes,1324,2.0,1088.0,1324,2,160000
5,1950-1980,TA,1,NAmes,1086,2.0,1024.0,1086,1,159950
6,1950-1980,TA,1,NAmes,1146,1.0,1083.0,1146,1,165000
6,1950-1980,Gd,1,NAmes,1734,2.0,912.0,1085,1,159000
6,1950-1980,TA,0,NAmes,1207,1.0,1135.0,1207,1,147000
5,1950-1980,TA,0,NAmes,912,1.0,912.0,912,1,115000
6,1950-1980,TA,1,NAmes,1194,2.0,655.0,1194,1,159500
6,1950-1980,Gd,0,NAmes,864,1.0,864.0,864,1,120000
5,1950-1980,TA,0,NAmes,816,1.0,816.0,816,1,129900
6,1950-1980,TA,1,NAmes,1773,2.0,1313.0,1773,2,183000
7,1950-1980,Gd,1,NAmes,1472,2.0,0.0,1472,2,157500
7,1950-1980,TA,1,NAmes,2448,2.0,1438.0,1900,3,277500
5,1950-1980,TA,1,NAmes,1600,1.0,1484.0,1600,1,207500
4,1900-1950,Gd,0,NAmes,1521,1.0,910.0,910,1,147500
4,1900-1950,TA,0,NAmes,1192,0.0,720.0,720,1,135000
5,1900-1950,TA,0,NAmes,1040,2.0,0.0,1040,1,109500
4,1900-1950,TA,0,NAmes,1040,2.0,0.0,1040,1,109900
5,1950-1980,TA,0,NAmes,1040,1.0,1040.0,1040,1,133700
3,1900-1950,TA,0,NAmes,1040,2.0,0.0,1040,2,81400
3,1900-1950,TA,0,NAmes,1040,2.0,0.0,1040,2,87500
3,1900-1950,TA,0,NAmes,1040,2.0,0.0,1040,2,93500
5,1950-1980,TA,0,NAmes,1556,0.0,1556.0,1556,2,119000
5,1950-1980,TA,0,NAmes,1150,1.0,1150.0,1150,1,141000
5,1950-1980,TA,0,NAmes,1150,1.0,1150.0,1150,1,146000
6,1950-1980,TA,1,NAmes,1348,2.0,660.0,660,1,155000
5,1950-1980,TA,0,NAmes,999,1.0,925.0,999,1,134500
7,1950-1980,TA,0,NAmes,1045,2.0,1045.0,1045,1,120000
5,1950-1980,TA,0,NAmes,864,1.0,864.0,864,1,105000
5,1950-1980,TA,0,NAmes,1025,0.0,1025.0,1025,1,124000
5,avant 1900,TA,0,OldTown,2014,2.0,716.0,1007,2,169000
4,1900-1950,TA,0,OldTown,1328,1.0,686.0,810,1,107000
5,1900-1950,TA,0,OldTown,1668,1.0,1212.0,1226,1,135000
4,1900-1950,Fa,1,OldTown,1657,1.0,1147.0,1147,1,111500
6,avant 1900,Gd,0,OldTown,1416,2.0,780.0,940,1,156500
7,1900-1950,Ex,1,OldTown,1641,2.0,728.0,832,1,178000
7,avant 1900,TA,0,OldTown,1428,2.0,712.0,848,1,139900
7,1900-1950,Gd,1,OldTown,1004,1.0,502.0,502,1,105000
6,1900-1950,Gd,0,OldTown,813,1.0,813.0,813,1,110000
4,avant 1900,Fa,0,OldTown,1951,2.0,938.0,1084,2,111500
6,1900-1950,TA,0,OldTown,1032,1.0,1032.0,1032,1,108000
5,1900-1950,TA,0,OldTown,844,1.0,844.0,844,1,111500
5,avant 1900,Ex,0,OldTown,1750,1.0,636.0,1089,1,124000
4,1900-1950,TA,0,OldTown,864,1.0,576.0,864,1,105000
6,1900-1950,TA,0,OldTown,1118,2.0,648.0,734,1,116000
3,1900-1950,TA,0,OldTown,1376,1.0,738.0,714,1,96900
5,1950-1980,TA,0,OldTown,960,2.0,960.0,960,1,135500
5,1900-1950,Gd,0,OldTown,1566,2.0,816.0,816,1,139000
3,1900-1950,TA,0,OldTown,492,1.0,492.0,492,1,61500
6,1900-1950,TA,0,OldTown,1182,1.0,770.0,885,1,120000
3,1950-1980,TA,0,OldTown,1163,1.0,1162.0,1163,1,126175
3,1900-1950,Fa,0,OldTown,840,1.0,798.0,840,1,64000
6,1900-1950,Fa,0,OldTown,1928,1.0,1020.0,908,2,137000
4,avant 1900,TA,0,OldTown,1774,3.0,1095.0,1095,2,87000
7,1900-1950,TA,1,OldTown,1768,2.0,880.0,880,1,163000
7,1900-1950,TA,0,OldTown,2104,2.0,1226.0,1226,2,155000
5,avant 1900,TA,0,OldTown,1440,1.0,540.0,889,1,79000
7,1900-1950,TA,1,OldTown,1690,1.0,815.0,815,1,144000
6,1900-1950,TA,0,OldTown,1368,1.0,684.0,684,1,114504
7,1900-1950,Gd,0,OldTown,1762,2.0,596.0,998,1,157000
6,1900-1950,TA,0,OldTown,1200,1.0,1200.0,1200,1,125000
10,avant 1900,Ex,1,OldTown,3608,3.0,1107.0,1518,2,475000
5,1900-1950,TA,0,OldTown,1248,0.0,624.0,624,2,93500
5,1950-1980,TA,0,OldTown,960,2.0,960.0,960,1,125000
3,1900-1950,Fa,0,IDOTRR,1020,0.0,1020.0,1020,1,64500
4,1900-1950,TA,1,BrkSide,788,0.0,788.0,788,1,100000
6,1900-1950,Fa,1,BrkSide,1577,1.0,972.0,972,1,140200
6,1900-1950,TA,1,BrkSide,1827,1.0,848.0,1017,1,202500
6,1900-1950,TA,1,BrkSide,1664,2.0,1004.0,1004,2,159000
5,1900-1950,TA,1,OldTown,1118,2.0,793.0,793,1,119900
6,1900-1950,TA,1,BrkSide,1176,2.0,816.0,816,1,114500
5,1900-1950,TA,0,BrkSide,1344,1.0,896.0,896,1,115000
3,1900-1950,TA,0,BrkSide,1162,1.0,728.0,728,1,75000
5,1900-1950,TA,0,BrkSide,1015,1.0,768.0,1015,1,88000
4,1900-1950,TA,0,BrkSide,912,0.0,0.0,672,1,80500
5,1900-1950,TA,1,BrkSide,1576,1.0,1042.0,1042,1,149000
5,1900-1950,Gd,0,BrkSide,1324,1.0,741.0,741,1,110000
6,1900-1950,Gd,1,OldTown,1103,2.0,1103.0,1103,1,110500
5,1900-1950,TA,0,BrkSide,616,1.0,616.0,616,1,89000
5,1900-1950,TA,1,BrkSide,1048,1.0,993.0,1048,1,113000
5,1900-1950,TA,0,BrkSide,816,1.0,816.0,816,1,109000
6,1950-1980,TA,1,OldTown,2486,2.0,1595.0,1611,2,220000
4,1950-1980,TA,0,BrkSide,960,2.0,960.0,960,1,129000
6,1900-1950,Gd,0,OldTown,1635,1.0,485.0,1001,1,117000
4,1900-1950,Fa,0,OldTown,693,0.0,693.0,693,1,52500
4,1900-1950,Fa,0,IDOTRR,1430,2.0,596.0,834,2,107000
5,1900-1950,TA,0,IDOTRR,1330,1.0,396.0,665,1,116500
5,1900-1950,Gd,0,IDOTRR,819,0.0,610.0,819,1,72000
6,1900-1950,TA,1,IDOTRR,1376,1.0,780.0,780,2,119500
5,1900-1950,Gd,0,IDOTRR,1360,1.0,803.0,803,1,125500
3,1900-1950,TA,1,IDOTRR,1077,1.0,1007.0,1077,1,91000
6,1900-1950,TA,0,IDOTRR,754,0.0,520.0,520,1,84500
6,1900-1950,TA,0,IDOTRR,984,1.0,984.0,984,1,90000
5,1950-1980,TA,1,Sawyer,1422,1.0,806.0,1081,1,137500
6,1950-1980,TA,0,Sawyer,1921,2.0,1921.0,1921,2,150000
5,1900-1950,TA,1,Sawyer,1640,2.0,0.0,1640,1,131000
5,1950-1980,Gd,0,ClearCr,1352,1.0,1062.0,1352,1,130000
5,1900-1950,TA,1,Edwards,1032,1.0,0.0,1032,1,125000
5,1900-1950,TA,0,SWISU,879,1.0,830.0,879,1,80000
7,après 2000,TA,0,SWISU,1073,1.0,1073.0,1073,2,157000
4,1950-1980,TA,1,Sawyer,1382,2.0,1051.0,1382,1,148000
4,1950-1980,TA,0,Sawyer,1296,2.0,0.0,1296,2,90000
6,1950-1980,TA,0,Sawyer,1068,1.0,1059.0,1068,1,154500
5,1950-1980,TA,1,Sawyer,1064,2.0,1064.0,1064,1,153600
5,1950-1980,TA,1,Sawyer,1320,2.0,1164.0,1320,1,164500
6,1950-1980,TA,0,Sawyer,934,1.0,912.0,934,1,132000
5,1950-1980,TA,0,Sawyer,1059,1.0,1059.0,1059,1,142500
5,1950-1980,TA,1,Sawyer,1159,1.0,1051.0,1159,1,158000
6,1950-1980,TA,1,Sawyer,1400,2.0,672.0,672,1,149500
5,1950-1980,TA,1,Sawyer,1458,2.0,1176.0,1458,1,165000
5,1950-1980,TA,1,Sawyer,1721,2.0,1461.0,1721,2,180000
6,1950-1980,TA,1,Sawyer,1040,2.0,960.0,1040,1,160500
5,1950-1980,TA,0,Sawyer,1967,2.0,1967.0,1967,2,156500
5,1950-1980,TA,0,Sawyer,1949,2.0,1949.0,1949,2,157000
5,1950-1980,Gd,1,Sawyer,1920,2.0,1052.0,1252,2,172500
5,1950-1980,TA,1,Sawyer,1803,2.0,1134.0,1803,2,155000
5,1950-1980,TA,1,Sawyer,1779,2.0,1763.0,1779,1,170000
5,1900-1950,Fa,1,Sawyer,872,1.0,872.0,872,1,105000
4,1950-1980,TA,0,Sawyer,960,1.0,648.0,960,0,145000
5,1950-1980,TA,1,Sawyer,1437,2.0,1188.0,1437,1,168000
7,1950-1980,TA,1,ClearCr,1830,2.0,1865.0,1830,1,278000
5,1950-1980,TA,1,ClearCr,1000,2.0,1000.0,1000,1,164000
7,1950-1980,TA,1,ClearCr,2287,2.0,1304.0,1304,2,225000
5,1950-1980,TA,0,Sawyer,810,2.0,782.0,810,1,130000
5,1950-1980,TA,1,Sawyer,894,2.0,864.0,894,1,142500
7,1950-1980,Gd,0,ClearCr,1700,1.0,430.0,880,2,148400
7,1980-2000,Gd,1,ClearCr,1453,2.0,1453.0,1453,1,190000
4,1950-1980,TA,1,Edwards,1350,2.0,967.0,1350,1,146000
5,1900-1950,TA,1,Edwards,1150,1.0,799.0,799,1,128000
5,1900-1950,Ex,0,Edwards,2008,1.0,896.0,1112,3,225000
6,1950-1980,Gd,1,Edwards,2201,2.0,697.0,1575,2,274970
6,1900-1950,TA,1,Edwards,2009,3.0,672.0,1337,2,235000
6,1900-1950,Gd,1,Edwards,3672,2.0,1836.0,1836,3,415000
5,1950-1980,TA,1,Edwards,1560,2.0,1776.0,1560,2,182000
5,1950-1980,TA,1,Edwards,1488,2.0,0.0,1488,1,135000
5,1950-1980,Gd,0,Edwards,1057,1.0,1057.0,1057,1,137000
6,1950-1980,TA,0,Edwards,1855,1.0,994.0,1216,2,136900
6,1950-1980,TA,0,Edwards,1609,1.0,1000.0,1068,1,149900
5,1950-1980,TA,0,Edwards,1148,1.0,980.0,1148,1,123500
5,1950-1980,TA,1,Edwards,1124,0.0,0.0,1124,1,93000
5,1900-1950,TA,1,Edwards,1456,1.0,810.0,1002,1,91500
6,1980-2000,Gd,1,SawyerW,1298,2.0,1298.0,1298,2,180000
6,1980-2000,Ex,1,SawyerW,2559,2.0,868.0,1313,2,209000
8,1980-2000,Gd,1,SawyerW,1911,2.0,777.0,1065,2,215000
6,1980-2000,Gd,0,SawyerW,1440,4.0,1344.0,1440,2,224500
7,après 2000,Gd,0,CollgCr,1876,3.0,1308.0,1308,2,229800
7,après 2000,Gd,0,CollgCr,1208,2.0,1208.0,1208,2,183600
7,après 2000,Gd,0,CollgCr,1220,2.0,1199.0,1220,2,194000
7,après 2000,Gd,1,CollgCr,1294,2.0,1286.0,1294,2,193879
7,après 2000,Gd,0,CollgCr,1614,3.0,1614.0,1614,2,221500
7,après 2000,Gd,0,CollgCr,1498,2.0,1498.0,1498,2,204900
7,après 2000,Gd,0,CollgCr,1962,3.0,1391.0,1391,2,239799
6,après 2000,Gd,1,CollgCr,1846,2.0,1836.0,1846,2,233555
7,après 2000,Gd,0,CollgCr,1734,2.0,1734.0,1734,2,260000
8,après 2000,Ex,0,CollgCr,1590,3.0,1570.0,1590,2,294900
7,après 2000,Gd,0,CollgCr,1809,2.0,945.0,945,2,209700
7,après 2000,Gd,1,CollgCr,1614,2.0,1614.0,1614,2,225000
7,après 2000,Gd,0,CollgCr,1596,2.0,784.0,784,2,181000
8,1980-2000,Gd,1,SawyerW,1915,2.0,908.0,927,2,220000
5,1950-1980,TA,0,ClearCr,1582,2.0,1624.0,1582,2,190000
6,1950-1980,TA,1,ClearCr,988,2.0,938.0,988,1,180000
7,1950-1980,Gd,1,ClearCr,1533,2.0,1533.0,1533,2,280000
6,1950-1980,TA,1,ClearCr,1388,2.0,1388.0,1388,2,158900
5,1980-2000,TA,0,CollgCr,914,2.0,870.0,914,1,148000
5,1980-2000,TA,0,CollgCr,1100,2.0,1100.0,1100,1,145000
6,1980-2000,Gd,1,CollgCr,1499,2.0,781.0,795,2,187000
7,1980-2000,TA,0,CollgCr,1425,2.0,1425.0,1425,2,193000
5,1980-2000,TA,0,CollgCr,990,2.0,990.0,990,1,156000
7,1980-2000,Gd,0,CollgCr,1525,2.0,1525.0,1525,2,235000
6,1980-2000,Gd,0,CollgCr,1494,2.0,1479.0,1494,2,217000
7,1980-2000,Gd,0,CollgCr,1588,2.0,1588.0,1588,2,214000
7,1980-2000,Gd,0,CollgCr,1749,2.0,842.0,856,2,196000
7,1980-2000,Gd,1,CollgCr,1779,2.0,951.0,951,2,217000
7,après 2000,Gd,0,CollgCr,1861,2.0,916.0,920,2,200000
7,après 2000,Gd,1,CollgCr,1776,2.0,936.0,936,2,192500
7,après 2000,Gd,1,CollgCr,1541,3.0,1541.0,1541,2,205000
5,1950-1980,TA,0,CollgCr,954,2.0,911.0,954,1,132500
6,1950-1980,TA,0,CollgCr,1388,1.0,675.0,686,1,157500
6,1950-1980,TA,0,CollgCr,1282,3.0,995.0,1282,2,174000
5,1950-1980,TA,1,CollgCr,971,1.0,971.0,971,1,128500
5,1950-1980,TA,0,CollgCr,864,1.0,864.0,864,1,128500
5,1950-1980,TA,0,CollgCr,894,2.0,894.0,894,1,149900
5,1950-1980,TA,0,CollgCr,864,1.0,864.0,864,1,119900
8,après 2000,Gd,1,CollgCr,1989,2.0,1065.0,1091,2,255000
7,après 2000,Gd,0,CollgCr,1762,2.0,826.0,878,2,222000
6,1980-2000,TA,1,CollgCr,1755,2.0,840.0,840,2,214000
8,après 2000,Gd,1,CollgCr,1358,2.0,1348.0,1358,1,220000
8,après 2000,Gd,1,CollgCr,1787,3.0,1753.0,1787,2,275000
7,après 2000,Gd,0,CollgCr,1909,2.0,872.0,872,2,197000
7,après 2000,Gd,0,CollgCr,1654,3.0,1654.0,1654,2,230000
8,1980-2000,Gd,1,CollgCr,2214,3.0,1090.0,1090,2,268500
7,1980-2000,Gd,1,CollgCr,2049,2.0,1065.0,1065,2,210900
7,1980-2000,Gd,1,CollgCr,1939,3.0,1054.0,1070,2,227000
7,1980-2000,Gd,1,CollgCr,1995,2.0,930.0,950,2,237000
7,1980-2000,Gd,1,CollgCr,2097,2.0,1108.0,1108,2,274300
7,après 2000,Gd,1,CollgCr,1836,2.0,1860.0,1836,2,216837
6,après 2000,Gd,0,CollgCr,848,2.0,848.0,848,1,133000
6,après 2000,Gd,1,CollgCr,848,2.0,848.0,848,1,155900
8,après 2000,Gd,1,CollgCr,1919,2.0,1079.0,1079,2,233230
7,après 2000,Gd,0,CollgCr,1390,2.0,1390.0,1390,2,207000
7,après 2000,Gd,1,CollgCr,1948,2.0,847.0,847,2,195000
6,après 2000,Gd,0,CollgCr,1700,2.0,1682.0,1700,2,200000
7,après 2000,Gd,0,CollgCr,1737,2.0,851.0,851,2,203160
7,après 2000,Gd,0,CollgCr,1611,2.0,784.0,784,2,195800
7,après 2000,Gd,0,CollgCr,1552,3.0,1552.0,1552,2,212900
7,après 2000,Gd,0,CollgCr,1720,2.0,860.0,860,2,196500
7,après 2000,Gd,0,CollgCr,1336,2.0,1336.0,1336,2,198000
6,après 2000,Gd,0,CollgCr,1500,2.0,750.0,750,2,173900
6,après 2000,Gd,1,CollgCr,1456,2.0,728.0,728,2,163990
7,après 2000,Gd,1,CollgCr,1310,2.0,1310.0,1310,2,164990
4,1900-1950,TA,0,Edwards,1436,2.0,676.0,760,2,98000
5,1950-1980,Fa,1,Edwards,1466,2.0,1466.0,1466,1,149900
4,1950-1980,TA,0,Edwards,1220,2.0,836.0,1220,1,102000
6,1950-1980,TA,0,Edwards,1012,0.0,976.0,1012,2,127500
6,1950-1980,TA,0,Edwards,980,0.0,945.0,980,2,127500
5,1950-1980,TA,0,Edwards,1176,1.0,1176.0,1176,1,119900
7,après 2000,Gd,1,Edwards,1724,2.0,796.0,806,2,196500
6,après 2000,Gd,0,Edwards,914,0.0,914.0,914,1,117250
7,après 2000,Gd,1,Edwards,2314,2.0,1150.0,1164,2,229000
5,après 2000,TA,0,Edwards,1072,2.0,547.0,1072,1,145000
6,après 2000,TA,0,Edwards,1072,2.0,547.0,1072,2,140000
6,après 2000,TA,0,Edwards,1072,2.0,547.0,1072,1,142500
7,après 2000,Gd,0,Edwards,1709,2.0,970.0,970,2,134000
7,après 2000,Gd,0,Edwards,1709,2.0,970.0,970,2,130000
6,après 2000,Gd,0,Edwards,1709,2.0,970.0,970,2,130000
7,après 2000,Gd,0,Edwards,1709,2.0,970.0,970,2,137500
7,après 2000,Gd,0,Edwards,1708,2.0,976.0,976,2,130000
4,1900-1950,TA,0,Edwards,936,1.0,624.0,624,1,97900
6,1900-1950,TA,0,Edwards,1338,2.0,832.0,846,2,92000
4,1900-1950,TA,0,Edwards,1669,1.0,1093.0,1093,1,107000
5,1900-1950,TA,0,Edwards,1184,0.0,658.0,658,1,81000
5,1900-1950,TA,0,Edwards,1221,1.0,784.0,949,1,104900
5,1950-1980,TA,0,Edwards,864,2.0,864.0,864,1,115000
4,1950-1980,TA,1,Edwards,1482,2.0,954.0,1482,2,125000
5,1900-1950,Fa,0,Edwards,1250,1.0,686.0,686,1,116000
4,1900-1950,TA,1,Edwards,1414,0.0,864.0,964,1,83000
4,1900-1950,TA,0,SWISU,2230,1.0,795.0,954,1,118500
2,1900-1950,TA,0,Edwards,498,1.0,498.0,498,1,35000
4,1900-1950,Gd,0,Edwards,1273,1.0,616.0,1055,1,121000
5,1900-1950,TA,0,SWISU,1928,0.0,686.0,948,2,160000
6,1900-1950,TA,1,SWISU,1595,1.0,940.0,1192,1,140000
5,1900-1950,Fa,0,SWISU,1551,1.0,1058.0,1058,2,137000
6,1900-1950,TA,0,SWISU,1340,1.0,780.0,816,1,128000
7,1900-1950,Gd,1,SWISU,1479,1.0,624.0,743,1,160000
5,1900-1950,TA,0,Crawfor,1784,1.0,747.0,892,1,138887
6,1900-1950,TA,0,SWISU,1510,1.0,755.0,755,1,149000
5,1900-1950,TA,0,SWISU,1522,0.0,1008.0,1008,2,102000
7,1900-1950,Gd,1,Crawfor,1636,1.0,818.0,818,1,167000
7,1900-1950,TA,1,Crawfor,1802,1.0,793.0,901,1,200100
5,1900-1950,TA,1,SWISU,1465,1.0,992.0,992,2,131000
5,1900-1950,TA,0,SWISU,1288,1.0,824.0,824,1,112000
7,1900-1950,Gd,1,Crawfor,1717,3.0,756.0,961,1,140000
6,1900-1950,TA,1,Crawfor,1550,1.0,817.0,940,1,195000
8,1900-1950,Gd,1,Crawfor,1517,2.0,792.0,792,1,230000
5,1900-1950,TA,1,Crawfor,1717,1.0,901.0,1125,1,194000
4,1900-1950,Fa,1,Crawfor,1180,1.0,700.0,1180,1,137500
7,1900-1950,Gd,1,Crawfor,2057,1.0,1017.0,1020,1,250000
7,1900-1950,TA,1,Crawfor,1671,2.0,1022.0,1122,2,218000
6,1900-1950,TA,1,Crawfor,2345,2.0,952.0,1170,2,239000
7,1900-1950,Gd,1,Crawfor,1609,3.0,637.0,959,1,199500
6,1900-1950,TA,1,Crawfor,1801,2.0,697.0,1104,1,210000
6,1950-1980,Ex,1,Crawfor,1811,2.0,1073.0,1811,1,230000
5,1950-1980,Gd,1,Crawfor,1647,2.0,1430.0,1647,2,217500
5,1900-1950,TA,1,Crawfor,2315,1.0,1168.0,1278,2,257000
5,1950-1980,TA,1,Crawfor,1336,1.0,1165.0,1336,1,157000
6,1950-1980,Gd,1,Crawfor,1844,2.0,1844.0,1844,2,223000
5,1900-1950,TA,0,IDOTRR,976,1.0,976.0,976,1,102000
6,1900-1950,TA,0,IDOTRR,1285,2.0,861.0,861,1,145400
4,1900-1950,TA,0,IDOTRR,672,0.0,432.0,672,1,72000
4,1900-1950,Fa,0,IDOTRR,641,1.0,641.0,641,1,85000
4,1900-1950,TA,0,IDOTRR,951,1.0,951.0,951,1,106500
6,1950-1980,Gd,0,IDOTRR,1638,1.0,967.0,967,2,139000
4,1900-1950,TA,0,IDOTRR,1336,1.0,637.0,897,1,108000
3,1900-1950,TA,0,IDOTRR,729,0.0,0.0,729,1,51689
2,1900-1950,TA,0,IDOTRR,480,1.0,480.0,480,0,35311
5,1950-1980,TA,0,IDOTRR,1396,0.0,660.0,1060,2,115000
3,1900-1950,TA,0,IDOTRR,936,0.0,216.0,576,1,78000
8,après 2000,Ex,1,Crawfor,1778,2.0,1573.0,1778,2,375000
8,après 2000,Gd,1,Crawfor,1646,2.0,1594.0,1646,2,300000
6,1950-1980,Fa,1,Mitchel,1625,2.0,1625.0,1625,2,242500
6,1950-1980,TA,0,Mitchel,1664,2.0,1664.0,1664,2,145000
8,après 2000,Gd,0,Mitchel,1491,2.0,1491.0,1491,2,209000
6,1950-1980,TA,0,Mitchel,1004,2.0,975.0,1004,1,135000
6,1950-1980,TA,0,Mitchel,1210,2.0,1128.0,1210,2,148000
7,1980-2000,TA,0,Mitchel,1959,3.0,1907.0,1959,3,171000
7,1980-2000,Gd,1,Timber,2519,2.0,1210.0,1238,2,335000
6,1950-1980,TA,1,Timber,1650,2.0,1632.0,1650,1,250764
8,1980-2000,TA,1,Timber,1707,2.0,1686.0,1707,2,228000
6,1980-2000,Gd,1,Timber,1137,2.0,1112.0,1137,2,176000
7,1980-2000,TA,1,Timber,1339,2.0,1309.0,1339,2,180000
7,1980-2000,TA,0,Timber,2514,2.0,1216.0,1298,2,250000
6,1980-2000,Gd,0,Timber,1403,2.0,1381.0,1403,2,202000
8,après 2000,Gd,1,Timber,1800,3.0,1800.0,1800,2,312500
8,après 2000,Gd,1,Timber,1960,3.0,1728.0,1960,2,320000
8,après 2000,Gd,1,Timber,2028,3.0,1868.0,2028,2,369900
9,après 2000,Ex,1,Timber,1838,3.0,1838.0,1838,2,359900
1,1950-1980,TA,0,Mitchel,1600,1.0,0.0,1600,1,81500
7,1980-2000,TA,0,Mitchel,1368,4.0,1288.0,1368,2,215000
6,1980-2000,TA,0,Mitchel,1216,2.0,1216.0,1216,2,164000
6,1980-2000,TA,0,Mitchel,1337,2.0,1237.0,1337,2,153500
5,après 2000,TA,0,Mitchel,1140,0.0,1140.0,1140,1,84500
5,1950-1980,TA,1,MeadowV,1304,1.0,264.0,616,1,104500
5,1950-1980,TA,1,MeadowV,1475,1.0,757.0,925,2,127000
6,1950-1980,TA,1,MeadowV,2521,2.0,942.0,1291,2,151400
5,1950-1980,TA,0,Mitchel,874,1.0,864.0,874,1,126500
5,1950-1980,TA,0,Mitchel,1652,3.0,1652.0,1652,2,146500
4,1950-1980,TA,0,MeadowV,630,0.0,630.0,630,1,73000
4,1950-1980,TA,0,MeadowV,1092,1.0,546.0,546,1,79400
5,1950-1980,TA,1,Mitchel,1360,1.0,1104.0,1360,1,140000
5,1950-1980,Ex,0,MeadowV,630,0.0,630.0,630,1,92000
4,1950-1980,TA,0,MeadowV,1092,1.0,546.0,546,1,87550
4,1950-1980,TA,0,MeadowV,1092,0.0,546.0,546,1,79500
4,1950-1980,TA,0,MeadowV,1092,0.0,546.0,546,1,90500
4,1950-1980,TA,0,MeadowV,1092,1.0,546.0,546,1,71000
6,1950-1980,TA,0,Mitchel,1728,2.0,1728.0,1728,2,150900
5,1950-1980,TA,0,Mitchel,1728,2.0,1728.0,1728,2,188000
5,1950-1980,TA,1,Mitchel,1126,2.0,1126.0,1126,2,160000
5,1950-1980,TA,1,Mitchel,1224,2.0,1224.0,1224,1,131000
6,1980-2000,TA,0,Mitchel,1003,2.0,1003.0,1003,1,142500
5,1980-2000,TA,0,Mitchel,902,2.0,864.0,902,1,131000
5,1980-2000,TA,0,Mitchel,970,0.0,912.0,970,1,132000
5,1950-1980,TA,1,Mitchel,1389,2.0,1389.0,1389,1,170000
7,1980-2000,TA,1,Mitchel,2000,3.0,996.0,996,2,188000
